Tipo,Operación,Precio,Administración,Niveles,Habitaciones,Baños,Parqueaderos,Área Construida,Área Lote,Barrio,Estrato,Ciudad
Local,Venta,150000000.0,676500.0,0.0,0.0,1.0,0.0,36.24,36.24,Centro,4.0,Cúcuta
Apartamento,Venta,190000000.0,225000.0,0.0,3.0,2.0,1.0,53.0,53.0,Av. Libertadores,3.0,Cúcuta
Casa,Venta,310000000.0,0.0,0.0,3.0,3.0,1.0,90.0,90.0,Tasajero,3.0,Cúcuta
Casa,Venta,800000000.0,0.0,0.0,7.0,4.0,1.0,197.0,257.0,El Llano,3.0,Cúcuta
Casa,Venta,450000000.0,91500.0,0.0,3.0,4.0,2.0,78.5,79.5,Quinta Oriental,4.0,Cúcuta
Casa,Venta,1200000000.0,830000.0,3.0,3.0,3.0,5.0,350.0,220.0,Variante La Floresta,2.0,Cúcuta
Casa,Venta,180000000.0,0.0,0.0,5.0,1.0,1.0,197.0,225.0,San Miguel,3.0,Cúcuta
Apartamento,Venta,300000000.0,250000.0,0.0,3.0,2.0,1.0,94.4,94.4,La Playa,4.0,Cúcuta
Casa,Venta,620000000.0,0.0,0.0,3.0,3.0,2.0,257.0,112.83,Zulima,3.0,Cúcuta
Apartamento,Venta,140000000.0,110000.0,0.0,3.0,1.0,0.0,46.11,46.11,Bocono,3.0,Cúcuta
Casa,Venta,750000000.0,0.0,3.0,5.0,4.0,2.0,126.75,126.75,Niza,3.0,Cúcuta
Lote,Venta,680000000.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,Barrio Blanco,5.0,Cúcuta
Local,Venta,750000000.0,0.0,0.0,0.0,4.0,0.0,117.0,168.0,Quinta Oriental,3.0,Cúcuta
Casa,Venta,1200000000.0,0.0,1.0,3.0,5.0,3.0,342.0,342.0,CAOBOS,5.0,Cúcuta
Casa,Venta,1680000000.0,491000.0,2.0,5.0,6.0,3.0,416.0,525.0,Bocono,4.0,Cúcuta
Casalote,Venta,3500000000.0,0.0,0.0,1.0,1.0,0.0,2120.0,2120.0,Quinta Oriental,4.0,Cúcuta
Bodega,Venta,260000000.0,0.0,0.0,0.0,0.0,0.0,352.0,352.0,San Luis,3.0,Cúcuta
Casa,Venta,160000000.0,0.0,0.0,1.0,2.0,0.0,134.0,120.0,El Contento,3.0,Cúcuta
Casa,Venta,270000000.0,0.0,2.0,3.0,3.0,1.0,142.0,77.71,La Cabrera,3.0,Cúcuta
Apartamento,Venta,100000000.0,70000.0,0.0,3.0,1.0,0.0,43.63,43.63,ANILLO VIAL,1.0,Cúcuta
Apartamento,Venta,250000000.0,385000.0,0.0,4.0,4.0,1.0,89.0,119.0,Barrio Blanco,4.0,Cúcuta
Casalote,Venta,223000000.0,0.0,0.0,6.0,3.0,0.0,308.0,308.0,Sevilla,2.0,Cúcuta
Apartamento,Venta,250000000.0,276000.0,1.0,3.0,2.0,1.0,57.07,57.07,Prados del Este,3.0,Cúcuta
Casa,Venta,300000000.0,0.0,2.0,6.0,4.0,1.0,90.0,90.0,Bocono - Santa Ana,2.0,Cúcuta
Apartamento,Venta,250000000.0,179000.0,1.0,3.0,2.0,1.0,68.0,68.0,Guaimaral,3.0,Cúcuta
Casa,Venta,280000000.0,0.0,1.0,4.0,3.0,1.0,165.28,165.28,La Playa,3.0,Cúcuta
Apartamento,Venta,420000000.0,0.0,0.0,3.0,3.0,1.0,164.47,164.47,La Riviera,5.0,Cúcuta
Apartamento,Venta,250000000.0,323000.0,0.0,3.0,2.0,1.0,68.43,68.43,San Eduardo,4.0,Cúcuta
Casa,Venta,390000000.0,0.0,1.0,4.0,2.0,2.0,116.0,150.0,Ceiba II,4.0,Cúcuta
Casa,Venta,450000000.0,0.0,0.0,2.0,2.0,0.0,110.0,120.0,El Paramo,3.0,Cúcuta
Casa,Venta,700000000.0,0.0,4.0,9.0,9.0,0.0,400.0,112.0,La Libertad - Bellavista,2.0,Cúcuta
Apartamento,Venta,500000000.0,0.0,0.0,3.0,4.0,0.0,230.0,180.0,Quinta Bosch,4.0,Cúcuta
Casa,Venta,400000000.0,0.0,3.0,4.0,5.0,2.0,270.0,110.0,Prados del Este,4.0,Cúcuta
Casa,Venta,700000000.0,0.0,0.0,4.0,2.0,2.0,353.99,353.99,Quinta Bosch,3.0,Cúcuta
Casa,Venta,1608700000.0,0.0,0.0,5.0,5.0,0.0,232.0,232.3,Quinta Oriental,4.0,Cúcuta
Casa,Venta,300000000.0,0.0,1.0,3.0,3.0,1.0,80.0,67.2,Bocono Sector Santa Clara,3.0,Cúcuta
Bodega,Venta,8000000000.0,0.0,2.0,0.0,0.0,0.0,947.0,2000.0,La Merced,4.0,Cúcuta
Casa,Venta,115000000.0,0.0,1.0,3.0,3.0,0.0,121.0,181.0,Belisario,1.0,Cúcuta
Apartamento,Venta,200000000.0,230000.0,0.0,3.0,2.0,1.0,100.16,100.16,"Av. Libertadores, Prados I",4.0,Cúcuta
Casa,Venta,360000000.0,0.0,1.0,3.0,2.0,2.0,72.0,132.88,"San Luis, La Florida",3.0,Cúcuta
Lote,Venta,300000000.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,Bocono,3.0,Cúcuta
Casa,Venta,600000000.0,0.0,1.0,5.0,4.0,1.0,168.0,241.0,La Ceiba,4.0,Cúcuta
Casa-local,Venta,380000000.0,0.0,2.0,3.0,2.0,0.0,108.0,108.0,Govika,4.0,Cúcuta
Casa,Venta,130000000.0,0.0,1.0,3.0,1.0,1.0,80.0,90.0,Trigal Del Norte,2.0,Cúcuta
Apartamento,Venta,185000000.0,170000.0,0.0,3.0,2.0,0.0,49.93,49.93,Prados Del Este,3.0,Cúcuta
Apartamento,Venta,75000000.0,70000.0,0.0,3.0,1.0,0.0,39.68,39.68,Anillo Vial,1.0,Cúcuta
Casalote,Venta,500000000.0,0.0,0.0,6.0,3.0,2.0,485.0,485.0,San Luis,3.0,Cúcuta
Apartamento,Venta,175000000.0,150000.0,0.0,3.0,3.0,1.0,51.31,51.31,Garcia Herreros,3.0,Cúcuta
Casa,Venta,160000000.0,0.0,0.0,3.0,1.0,1.0,182.0,208.0,El Contento,3.0,Cúcuta
Casa,Venta,80000000.0,0.0,1.0,3.0,1.0,1.0,56.0,64.0,Cuberos Niños,2.0,Cúcuta
Apartamento,Venta,180000000.0,230000.0,0.0,3.0,2.0,1.0,61.7,61.7,San Luis,2.0,Cúcuta
Casa,Venta,580000000.0,0.0,3.0,8.0,5.0,2.0,301.0,163.37,Ceiba II,4.0,Cúcuta
Apartamento,Venta,230000000.0,350000.0,0.0,4.0,3.0,1.0,85.5,85.5,Caobos,4.0,Cúcuta
Apartamento,Venta,255000000.0,430000.0,0.0,2.0,2.0,1.0,109.4,109.4,Colsag,5.0,Cúcuta
Apartamento,Venta,350000000.0,430000.0,0.0,3.0,3.0,2.0,115.0,115.0,La Ceiba,4.0,Cúcuta
Oficina,Venta,850000000.0,1500000.0,1.0,0.0,1.0,0.0,101.23,101.23,Quinta Velez,4.0,Cúcuta
Apartamento,Venta,160000000.0,130000.0,0.0,3.0,2.0,0.0,59.66,59.66,Urbanizacion Natura Parque Central,3.0,Cúcuta
Apartamento,Venta,170000000.0,0.0,0.0,3.0,2.0,1.0,79.67,79.67,PRADOS DEL NORTE,4.0,Cúcuta
Apartamento,Venta,80000000.0,70000.0,0.0,3.0,1.0,0.0,39.65,39.65,Anillo Vial,1.0,Cúcuta
Apartamento,Venta,160000000.0,220000.0,0.0,3.0,2.0,0.0,55.443,55.443,García Herreros,3.0,Cúcuta
Casa,Venta,450000000.0,0.0,2.0,4.0,4.0,2.0,199.1,199.1,Niza,4.0,Cúcuta
Casa,Venta,350000000.0,0.0,0.0,3.0,3.0,1.0,114.0,114.0,Niza,4.0,Cúcuta
Casa,Venta,1650000000.0,392000.0,2.0,4.0,6.0,2.0,360.0,506.0,Bocono,4.0,Cúcuta
Casa,Venta,680000000.0,0.0,1.0,3.0,4.0,0.0,186.3,186.3,La Playa,3.0,Cúcuta
Casa,Venta,230000000.0,0.0,1.0,5.0,3.0,2.0,210.0,210.0,Atalaya - Comuneros,3.0,Cúcuta
Casa,Venta,800000000.0,235000.0,3.0,3.0,4.0,2.0,120.0,120.0,San Pedro - Portico,5.0,Cúcuta
Casa,Venta,200000000.0,0.0,2.0,3.0,2.0,1.0,141.35,141.35,Circunvalacion,3.0,Cúcuta
Apartamento,Venta,235000000.0,100000.0,0.0,2.0,1.0,0.0,50.21,50.21,Latino,3.0,Cúcuta
Apartaestudio,Venta,200000000.0,0.0,2.0,1.0,2.0,1.0,68.58,34.29,LA PLAYA,3.0,Cúcuta
Hotel,Venta,800000000.0,0.0,2.0,20.0,20.0,0.0,334.0,167.0,Pueblo Nuevo,2.0,Cúcuta
Apartamento,Venta,240000000.0,0.0,0.0,4.0,3.0,1.0,84.1,84.1,La Ceiba,4.0,Cúcuta
Apartamento,Venta,180000000.0,0.0,0.0,3.0,2.0,0.0,88.07,88.07,Lleras Restrepo,4.0,Cúcuta
Apartamento,Venta,155000000.0,50000.0,0.0,2.0,1.0,0.0,47.0,47.0,Cundinamarca,2.0,Cúcuta
Apartamento,Venta,155000000.0,50000.0,0.0,2.0,1.0,0.0,47.0,47.0,Cundinamarca,2.0,Cúcuta
Apartamento,Venta,155000000.0,50000.0,0.0,2.0,1.0,0.0,47.0,47.0,Cundinamarca,2.0,Cúcuta
Apartamento,Venta,155000000.0,50000.0,0.0,2.0,1.0,0.0,47.0,47.0,Cundinamarca,2.0,Cúcuta
Apartamento,Venta,169000000.0,50000.0,0.0,2.0,1.0,0.0,47.0,47.0,Cundinamarca,2.0,Cúcuta
Apartamento,Venta,169000000.0,50000.0,0.0,2.0,1.0,0.0,47.0,47.0,Cundinamarca,2.0,Cúcuta
Apartamento,Venta,169000000.0,50000.0,0.0,2.0,1.0,0.0,47.0,47.0,Cundinamarca,2.0,Cúcuta
Bodega,Venta,1600000000.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,El Salado,2.0,Cúcuta
Casa,Venta,450000000.0,0.0,1.0,6.0,3.0,3.0,250.0,250.0,Colsag,4.0,Cúcuta
Apartamento,Venta,240000000.0,0.0,2.0,3.0,2.0,0.0,115.0,115.0,Barrio Blanco,4.0,Cúcuta
Local,Venta,160000000.0,0.0,1.0,0.0,1.0,0.0,33.89,33.89,Centro,3.0,Cúcuta
Apartamento,Venta,850000000.0,860000.0,0.0,4.0,5.0,2.0,155.07,155.07,"Vía Tennis, Edf. Altavista",6.0,Cúcuta
Hotel,Venta,750000000.0,0.0,3.0,15.0,15.0,0.0,388.0,226.0,Centro,6.0,Cúcuta
Apartamento,Venta,210000000.0,146000.0,0.0,3.0,2.0,1.0,51.38,51.38,Garcia Herreros,3.0,Cúcuta
Apartamento,Venta,59000000.0,60000.0,0.0,2.0,1.0,0.0,42.2,42.2,El Rodeo - Arrayanes,1.0,Cúcuta
Apartamento,Venta,82000000.0,60000.0,0.0,2.0,1.0,0.0,42.2,42.2,El Rodeo - Arrayanes,1.0,Cúcuta
Local,Venta,600050000.0,500000.0,0.0,2.0,2.0,0.0,58.37,58.37,Centro,4.0,Cúcuta
Apartamento,Venta,330000000.0,243100.0,0.0,3.0,2.0,1.0,62.78,62.78,San Mateo,4.0,Cúcuta
Casa,Venta,440000000.0,0.0,2.0,4.0,4.0,2.0,108.0,108.0,Ceiba II,4.0,Cúcuta
Apartamento,Venta,235000000.0,235000.0,0.0,3.0,2.0,1.0,53.3,53.3,Prados Del Este,3.0,Cúcuta
Apartamento,Venta,155000000.0,178000.0,0.0,3.0,2.0,1.0,54.5,54.5,Garcia Herreros,2.0,Cúcuta
Casa,Venta,300000000.0,0.0,1.0,3.0,2.0,1.0,168.3,168.3,Cundinamarca,2.0,Cúcuta
Apartamento,Venta,290000000.0,223000.0,0.0,3.0,2.0,1.0,56.82,56.82,San Mateo,4.0,Cúcuta
Casa,Venta,260000000.0,0.0,2.0,5.0,3.0,1.0,63.0,63.0,Atalaya - La Victoria,2.0,Cúcuta
Apartamento,Venta,150000000.0,102000.0,0.0,3.0,1.0,1.0,46.11,46.11,Bocono,3.0,Cúcuta
Casa,Venta,440000000.0,328000.0,2.0,3.0,3.0,2.0,110.1,99.52,Guaimaral,3.0,Cúcuta
Apartamento,Venta,200000000.0,0.0,0.0,3.0,2.0,1.0,57.0,57.0,Niza,4.0,Cúcuta
Apartamento,Venta,270000000.0,430000.0,0.0,3.0,2.0,1.0,64.32,64.32,Niza,4.0,Cúcuta
Bodega,Venta,1000000000.0,0.0,0.0,0.0,0.0,0.0,359.25,359.25,Lleras Restrepo,4.0,Cúcuta
Consultorio,Venta,120000000.0,480000.0,0.0,2.0,2.0,0.0,40.71,40.71,Quinta Vélez,4.0,Cúcuta
Apartamento,Venta,390000000.0,360000.0,0.0,4.0,4.0,2.0,161.0,161.0,La Playa,4.0,Cúcuta
Casa,Venta,380000000.0,140000.0,2.0,3.0,3.0,1.0,160.0,88.0,BOCONO - ARKAMAR CAMPESTRE,4.0,Cúcuta
Casa,Venta,430000000.0,0.0,0.0,3.0,3.0,2.0,176.0,108.0,Ceiba II,4.0,Cúcuta
Apartamento,Venta,180000000.0,0.0,0.0,2.0,2.0,1.0,80.52,80.52,"Av. Libertadores, Gratamira",3.0,Cúcuta
Casa,Venta,470000000.0,0.0,2.0,4.0,4.0,0.0,156.0,156.0,La Ceiba - Santa Lucia,4.0,Cúcuta
Apartamento,Venta,115000000.0,0.0,0.0,2.0,2.0,0.0,48.86,48.86,Torcoroma,2.0,Cúcuta
Apartamento,Venta,470000000.0,0.0,0.0,3.0,2.0,1.0,85.1,85.1,Caobos,5.0,Cúcuta
Apartamento,Venta,550000000.0,360000.0,0.0,4.0,4.0,2.0,161.04,161.04,La Playa,4.0,Cúcuta
Apartamento,Venta,1300000000.0,1502000.0,0.0,4.0,4.0,3.0,243.0,243.0,La Riviera,5.0,Cúcuta
Casa,Venta,320000000.0,0.0,2.0,4.0,4.0,4.0,240.0,249.0,La Libertad,2.0,Cúcuta
Apartamento,Venta,220000000.0,270000.0,0.0,3.0,2.0,1.0,90.0,90.0,Av. Libertadores,4.0,Cúcuta
Casa,Venta,520000000.0,0.0,2.0,5.0,3.0,2.0,239.68,186.4,Lleras Restrepo,3.0,Cúcuta
Apartamento,Venta,150000000.0,102000.0,0.0,3.0,1.0,0.0,46.11,46.11,Bocono,3.0,Cúcuta
Apartaestudio,Venta,125000000.0,0.0,0.0,1.0,1.0,0.0,41.33,41.33,Centro,2.0,Cúcuta
Casa,Venta,530000000.0,0.0,2.0,4.0,4.0,2.0,149.9,149.9,Ceiba II,4.0,Cúcuta
Casa,Venta,500000000.0,0.0,2.0,9.0,6.0,1.0,246.0,246.0,La Libertad,2.0,Cúcuta
Casa,Venta,300000000.0,0.0,1.0,2.0,3.0,1.0,229.0,267.0,Motilones - Atalaya,2.0,Cúcuta
Casa,Venta,550000000.0,0.0,1.0,5.0,4.0,0.0,138.0,271.0,Lleras Restrepo,4.0,Cúcuta
Casa,Venta,110000000.0,0.0,0.0,2.0,1.0,1.0,49.0,78.0,La Concordia,2.0,Cúcuta
Apartamento,Venta,225000000.0,430000.0,1.0,3.0,2.0,1.0,64.32,64.32,Niza,4.0,Cúcuta
Casa,Venta,400000000.0,0.0,2.0,5.0,4.0,1.0,306.24,112.87,San Luis,3.0,Cúcuta
Apartamento,Venta,150000000.0,0.0,0.0,3.0,1.0,0.0,68.55,68.55,Pescadero,3.0,Cúcuta
Apartamento,Venta,350000000.0,0.0,0.0,2.0,2.0,0.0,60.0,60.0,El Llano,3.0,Cúcuta
Casa,Venta,1500000000.0,0.0,1.0,0.0,0.0,0.0,310.5,310.5,Quinta Vélez,5.0,Cúcuta
Apartamento,Venta,220000000.0,288000.0,0.0,3.0,2.0,1.0,55.0,55.0,San Luis,3.0,Cúcuta
Apartamento,Venta,400000000.0,640000.0,0.0,2.0,3.0,2.0,110.21,110.21,Caobos,5.0,Cúcuta
Apartamento,Venta,200000000.0,0.0,1.0,3.0,3.0,0.0,112.82,112.82,Barrio Blanco,3.0,Cúcuta
Apartamento,Venta,155000000.0,200000.0,1.0,3.0,2.0,1.0,64.08,64.08,San Rafael,3.0,Cúcuta
Apartamento,Venta,152000000.0,0.0,1.0,2.0,1.0,0.0,54.0,54.0,Quinta Oriental,4.0,Cúcuta
Casa-local,Venta,700000000.0,0.0,2.0,2.0,1.0,0.0,85.2,85.2,La Merced,3.0,Cúcuta
Lote,Venta,600000000.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,Guaimaral,4.0,Cúcuta
Apartamento,Venta,350000000.0,560000.0,0.0,3.0,2.0,1.0,103.0,103.0,La Riviera,5.0,Cúcuta
Apartamento,Venta,300000000.0,224800.0,0.0,2.0,2.0,1.0,89.0,89.0,Caobos,5.0,Cúcuta
Casalote,Venta,250000000.0,0.0,0.0,0.0,0.0,0.0,967.54,967.54,Loma De Bolívar,2.0,Cúcuta
Lote,Venta,3000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,846.0,Centro,4.0,Cúcuta
Casa,Venta,650000000.0,0.0,0.0,8.0,5.0,1.0,196.72,196.72,La Cabrera,2.0,Cúcuta
Lote,Venta,160000000.0,0.0,0.0,0.0,0.0,0.0,0.0,224.5,Via al tennis,5.0,Cúcuta
Bodega,Venta,260000000.0,0.0,0.0,0.0,4.0,0.0,128.0,128.0,Loma De Bolívar,2.0,Cúcuta
Casa,Venta,200000000.0,0.0,0.0,4.0,3.0,1.0,120.0,120.0,San Martin,2.0,Cúcuta
Apartamento,Venta,200000000.0,220000.0,0.0,3.0,2.0,1.0,94.0,94.0,La Playa,4.0,Cúcuta
Apartamento,Venta,290000000.0,325000.0,0.0,3.0,2.0,1.0,99.96,99.96,Av. Libertadores,5.0,Cúcuta
Apartamento,Venta,250000000.0,230000.0,0.0,2.0,2.0,1.0,50.0,50.0,San Mateo,4.0,Cúcuta
Casa,Venta,150000000.0,0.0,2.0,3.0,2.0,1.0,77.87,77.87,"La Libertad, Aguas Calientes",2.0,Cúcuta
Apartamento,Venta,120000000.0,0.0,0.0,2.0,2.0,1.0,77.38,77.38,Nuevo Escobal,2.0,Cúcuta
Apartamento,Venta,140000000.0,0.0,0.0,3.0,2.0,1.0,80.38,157.76,Nuevo Escobal,3.0,Cúcuta
Apartamento,Venta,240000000.0,200000.0,0.0,3.0,2.0,1.0,51.17,51.17,Prados Del Este,3.0,Cúcuta
Casa,Venta,950000000.0,0.0,0.0,5.0,5.0,0.0,420.0,420.0,Sayago,5.0,Cúcuta
Casa,Venta,500000000.0,0.0,0.0,4.0,3.0,1.0,235.02,235.02,Quinta Bosch,4.0,Cúcuta
Casa,Venta,100000000.0,0.0,0.0,2.0,2.0,1.0,41.05,40.0,El Rodeo,1.0,Cúcuta
Casa,Venta,350000000.0,0.0,0.0,4.0,4.0,1.0,78.0,78.0,La Concordia,2.0,Cúcuta
Casa,Venta,320000000.0,0.0,0.0,6.0,2.0,5.0,250.0,250.0,San Miguel,3.0,Cúcuta
Local,Venta,230000000.0,150000.0,0.0,0.0,1.0,0.0,22.0,22.0,Colsag,3.0,Cúcuta
Casa,Venta,333000000.0,0.0,0.0,4.0,3.0,1.0,160.0,90.0,Tasajero,3.0,Cúcuta
Casa,Venta,450000000.0,0.0,0.0,3.0,4.0,1.0,126.0,126.0,Garcia Herreros,2.0,Cúcuta
Apartamento,Venta,250000000.0,0.0,0.0,3.0,2.0,1.0,164.51,164.51,El Contento,3.0,Cúcuta
Casa,Venta,500000000.0,0.0,0.0,4.0,3.0,1.0,98.28,153.0,El Contento,3.0,Cúcuta
Casa,Venta,450000000.0,0.0,2.0,3.0,4.0,2.0,186.0,120.0,Ceiba II,4.0,Cúcuta
Casalote,Venta,900000000.0,0.0,0.0,0.0,0.0,0.0,413.0,413.0,El Llano,3.0,Cúcuta
Casa,Venta,800000000.0,157000.0,3.0,4.0,5.0,1.0,300.0,105.0,Avenida del Rio,4.0,Cúcuta
Casa,Venta,3200000000.0,0.0,0.0,0.0,0.0,0.0,414.0,720.0,Barrio Blanco,5.0,Cúcuta
Oficina,Venta,100000000.0,0.0,0.0,0.0,1.0,0.0,30.0,30.0,Centro,4.0,Cúcuta
Apartamento,Venta,270000000.0,254000.0,0.0,3.0,3.0,1.0,68.5,68.5,Av. Libertadores,3.0,Cúcuta
Apartamento,Venta,395000000.0,422000.0,0.0,3.0,2.0,2.0,100.68,100.68,San Eduardo,4.0,Cúcuta
Local,Venta,81000000.0,230100.0,0.0,0.0,1.0,0.0,16.85,16.85,Centro,3.0,Cúcuta
Local,Venta,79000000.0,256000.0,0.0,0.0,1.0,0.0,16.41,16.41,Centro,3.0,Cúcuta
Local,Venta,87000000.0,272300.0,0.0,0.0,1.0,0.0,17.56,17.56,Centro,3.0,Cúcuta
Edificio,Venta,1000000000.0,0.0,0.0,9.0,6.0,0.0,100.5,100.5,Centro,4.0,Cúcuta
Local,Venta,550000000.0,0.0,0.0,0.0,4.0,0.0,220.0,0.0,Claret,2.0,Cúcuta
Casa campestre,Venta,2200000000.0,0.0,0.0,3.0,6.0,10.0,300.0,5000.0,Via al Portico Sector el Resumen,4.0,Cúcuta
Apartamento,Venta,230000000.0,168000.0,0.0,3.0,2.0,1.0,68.0,68.0,Guaimaral,3.0,Cúcuta
Apartamento,Venta,140000000.0,0.0,0.0,2.0,1.0,0.0,65.95,65.95,CENTRO,4.0,Cúcuta
Apartamento,Venta,298000000.0,510000.0,0.0,3.0,2.0,2.0,110.53,110.53,Sayago,3.0,Cúcuta
Apartamento,Venta,495000000.0,400000.0,0.0,4.0,4.0,2.0,136.32,136.32,San Mateo,4.0,Cúcuta
Casa,Venta,305000000.0,0.0,1.0,3.0,2.0,1.0,110.0,91.0,Gratamira,4.0,Cúcuta
Casa,Venta,280000000.0,0.0,2.0,4.0,3.0,0.0,96.75,96.75,San Eduardo,3.0,Cúcuta
Apartamento,Venta,127000000.0,0.0,0.0,3.0,2.0,1.0,41.81,41.81,Cecilia Castro,2.0,Cúcuta
Casa,Venta,290000000.0,0.0,0.0,8.0,4.0,1.0,300.0,197.5,Callejón,3.0,Cúcuta
Local,Venta,235000000.0,0.0,0.0,0.0,2.0,0.0,42.0,42.0,Callejón,3.0,Cúcuta
Casa,Venta,220000000.0,0.0,0.0,3.0,3.0,2.0,92.17,92.17,Zulima II,3.0,Cúcuta
Apartamento,Venta,170000000.0,0.0,0.0,2.0,2.0,0.0,49.0,49.0,Garcia Herreros,3.0,Cúcuta
Apartamento,Venta,105000000.0,0.0,0.0,3.0,1.0,0.0,41.81,41.81,PARQUES DE BOLIVAR,2.0,Cúcuta
Apartamento,Venta,350000000.0,425000.0,0.0,3.0,4.0,2.0,93.08,93.08,CEIBA II,4.0,Cúcuta
Casa,Venta,350000000.0,0.0,2.0,3.0,3.0,1.0,80.5,80.5,Lleras Restrepo,4.0,Cúcuta
Casa,Venta,380000000.0,0.0,0.0,3.0,4.0,0.0,300.0,136.0,El Llano,3.0,Cúcuta
Apartaestudio,Venta,110000000.0,183000.0,1.0,1.0,1.0,0.0,66.0,66.0,Centro,3.0,Cúcuta
Casa,Venta,200000000.0,0.0,0.0,6.0,3.0,0.0,250.0,250.0,Sevilla,2.0,Cúcuta
Casa,Venta,330000000.0,0.0,0.0,4.0,3.0,1.0,120.0,126.75,Niza,3.0,Cúcuta
Local,Venta,70000000.0,0.0,0.0,0.0,1.0,0.0,15.9,15.9,Latino,3.0,Cúcuta
Apartamento,Venta,240000000.0,0.0,0.0,3.0,2.0,0.0,77.85,77.85,La Cabrera,3.0,Cúcuta
Local,Venta,110000000.0,140000.0,0.0,0.0,1.0,0.0,2.77,2.77,Centro,3.0,Cúcuta
Casa,Venta,1300000000.0,0.0,0.0,8.0,6.0,2.0,455.0,282.0,La Riviera,4.0,Cúcuta
Apartamento,Venta,240000000.0,70000.0,0.0,4.0,3.0,1.0,113.0,113.0,Quinta Bosch,4.0,Cúcuta
Local,Venta,1200000000.0,0.0,2.0,0.0,1.0,0.0,300.0,172.0,Caobos,5.0,Cúcuta
Casa,Venta,175000000.0,133000.0,2.0,2.0,1.0,1.0,63.0,63.0,Villa del Rosario,3.0,Cúcuta
Casa,Venta,450000000.0,0.0,0.0,4.0,2.0,2.0,173.0,212.0,Quinta Bosch,4.0,Cúcuta
Casa,Venta,350000000.0,0.0,0.0,5.0,4.0,1.0,99.0,99.0,Tasajero,3.0,Cúcuta
Apartamento,Venta,240000000.0,206000.0,0.0,2.0,2.0,1.0,51.45,51.45,Prados Del Este,3.0,Cúcuta
Apartamento,Venta,230000000.0,206000.0,0.0,3.0,2.0,1.0,51.45,51.45,Prados Del Este,3.0,Cúcuta
Casa-local,Venta,750000000.0,0.0,0.0,4.0,3.0,1.0,214.0,180.0,Ceiba II,4.0,Cúcuta
Casa,Venta,600000000.0,0.0,3.0,6.0,7.0,2.0,373.0,156.0,La Ceiba - Santa Lucia,3.0,Cúcuta
Casa,Venta,175000000.0,117000.0,0.0,2.0,2.0,1.0,75.0,56.0,Bocono,3.0,Cúcuta
