Tipo,Operación,Precio,Administración,Niveles,Habitaciones,Baños,Parqueaderos,Área Construida,Área Lote,Barrio,Estrato,Ciudad
Casa,Venta,380000000.0,233600.0,2.0,3.0,3.0,1.0,134.0,143.0,Av. Libertadores,4.0,Cúcuta
Apartamento,Venta,240000000.0,293000.0,0.0,3.0,3.0,1.0,115.0,115.0,Caobos,5.0,Cúcuta
Casa,Venta,380000000.0,0.0,0.0,3.0,2.0,3.0,135.0,135.0,Siglo XXI,2.0,Cúcuta
Casa,Venta,390000000.0,0.0,0.0,5.0,4.0,2.0,126.0,126.0,Niza,3.0,Cúcuta
Casa-local,Venta,980000000.0,0.0,0.0,4.0,5.0,0.0,307.0,307.0,El Llano,3.0,Cúcuta
Casa-local,Venta,430000000.0,0.0,0.0,4.0,3.0,1.0,230.0,230.0,La Playa,3.0,Cúcuta
Apartamento,Venta,270000000.0,50000.0,0.0,3.0,3.0,2.0,108.0,108.0,COLSAG,4.0,Cúcuta
Casa,Venta,2000000000.0,0.0,0.0,5.0,5.0,3.0,350.0,507.0,Lleras Restrepo,5.0,Cúcuta
Apartamento,Venta,120000000.0,82000.0,0.0,3.0,1.0,0.0,45.46,45.46,PARQUES DE BOLIVAR,3.0,Cúcuta
Hotel,Venta,6000000000.0,0.0,2.0,46.0,48.0,20.0,1727.0,694.0,Centro,4.0,Cúcuta
Casa,Venta,340000000.0,0.0,0.0,3.0,3.0,2.0,87.06,175.0,Los Pinos Ceiba,4.0,Cúcuta
Bodega,Venta,800000000.0,0.0,0.0,0.0,0.0,0.0,554.4,268.0,Callejon,2.0,Cúcuta
Casa,Venta,440000000.0,0.0,0.0,4.0,3.0,2.0,143.84,143.84,Caobos,5.0,Cúcuta
Casa,Venta,300000000.0,0.0,0.0,4.0,3.0,1.0,152.0,92.16,Zulima I,3.0,Cúcuta
Casa,Venta,800000000.0,0.0,0.0,4.0,3.0,0.0,221.39,105.43,Sayago,4.0,Cúcuta
Lote,Venta,260000000.0,503000.0,0.0,0.0,0.0,0.0,0.0,262.95,San Pedro - Portico,4.0,Cúcuta
Apartamento,Venta,135000000.0,0.0,0.0,2.0,1.0,0.0,87.0,87.0,Atalaya Chapinero,2.0,Cúcuta
Casa,Venta,390000000.0,0.0,0.0,3.0,2.0,1.0,160.0,160.0,La Cabrera,3.0,Cúcuta
Casa,Venta,330000000.0,0.0,2.0,4.0,2.0,1.0,264.0,264.0,Atalaya - Los Almendros,2.0,Cúcuta
Apartamento,Venta,85000000.0,70000.0,0.0,3.0,1.0,0.0,39.68,39.68,ANILLO VIAL,2.0,Cúcuta
Casa,Venta,520000000.0,0.0,2.0,4.0,4.0,1.0,204.0,150.0,Ceiba II,4.0,Cúcuta
Casa,Venta,1200000000.0,0.0,0.0,6.0,3.0,3.0,600.0,300.0,Quinta Oriental,3.0,Cúcuta
Lote,Venta,380000000.0,428000.0,0.0,0.0,0.0,0.0,0.0,1370.0,Villa Del Rosario,3.0,Cúcuta
Lote,Venta,290000000.0,333000.0,0.0,0.0,0.0,0.0,0.0,1100.0,Villa Del Rosario,3.0,Cúcuta
Apartamento,Venta,350000000.0,390000.0,0.0,3.0,2.0,1.0,126.21,126.21,Quinta Vélez,4.0,Cúcuta
Apartamento,Venta,160000000.0,175000.0,0.0,3.0,2.0,0.0,47.44,47.44,Prados Del Este,3.0,Cúcuta
Apartamento,Venta,120000000.0,120000.0,0.0,3.0,2.0,0.0,45.58,45.58,SANTANDER,2.0,Cúcuta
Apartamento,Venta,50000000.0,0.0,0.0,2.0,1.0,0.0,40.6,40.6,Atalaya,2.0,Cúcuta
Local,Venta,200000000.0,0.0,0.0,0.0,0.0,0.0,0.0,53.42,Santander,2.0,Cúcuta
Casa,Venta,220000000.0,180000.0,1.0,3.0,3.0,1.0,105.86,105.86,EL ESCOBAL,3.0,Cúcuta
Casa,Venta,350000000.0,0.0,0.0,6.0,3.0,2.0,192.0,96.0,San Luis,4.0,Cúcuta
Casa,Venta,460000000.0,0.0,0.0,4.0,4.0,2.0,150.61,108.0,Ceiba II,4.0,Cúcuta
Casa,Venta,460000000.0,0.0,0.0,4.0,4.0,2.0,150.61,108.0,Ceiba II,4.0,Cúcuta
Apartamento,Venta,330000000.0,510000.0,0.0,3.0,2.0,2.0,109.59,109.59,Sayago,3.0,Cúcuta
Casa,Venta,220000000.0,0.0,2.0,3.0,2.0,1.0,140.0,100.75,Sevilla,2.0,Cúcuta
Lote,Venta,190000000.0,210000.0,0.0,0.0,0.0,0.0,0.0,1000.0,Los Patios,3.0,Cúcuta
Apartamento,Venta,270000000.0,375600.0,0.0,3.0,2.0,1.0,105.57,105.57,San Mateo,3.0,Cúcuta
Apartaestudio,Venta,180000000.0,193000.0,1.0,1.0,1.0,1.0,43.0,43.0,Guaimaral,3.0,Cúcuta
Casa,Venta,200000000.0,0.0,2.0,3.0,3.0,2.0,120.0,120.75,Molinos del Norte,4.0,Cúcuta
Casa,Venta,420000000.0,0.0,2.0,5.0,2.0,4.0,175.0,512.0,San Luis,3.0,Cúcuta
Casa,Venta,670000000.0,210000.0,3.0,5.0,6.0,2.0,360.0,120.0,San Pedro - Portico,4.0,Cúcuta
Lote,Venta,60000000.0,0.0,0.0,0.0,0.0,0.0,286.0,286.0,cuberos Niño,2.0,Cúcuta
Casa,Venta,1500000000.0,0.0,0.0,3.0,2.0,1.0,315.0,415.0,Barrio Blanco,5.0,Cúcuta
Casa,Venta,1376577700.0,0.0,0.0,8.0,4.0,1.0,349.0,425.0,Caobos,5.0,Cúcuta
Local,Venta,300000000.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,Cundinamarca,3.0,Cúcuta
Casa,Venta,380000000.0,0.0,2.0,3.0,3.0,1.0,245.0,140.0,COMUNEROS,2.0,Cúcuta
Casa,Venta,350000000.0,0.0,2.0,6.0,3.0,1.0,193.5,96.75,San Eduardo,3.0,Cúcuta
Casa,Venta,600000000.0,0.0,0.0,5.0,5.0,2.0,213.0,300.0,Lleras Restrepo,3.0,Cúcuta
Apartamento,Venta,300000000.0,505000.0,0.0,3.0,2.0,1.0,103.29,103.29,Colsag,4.0,Cúcuta
Apartamento,Venta,225000000.0,240000.0,0.0,1.0,1.0,1.0,50.0,50.0,COLSAG,4.0,Cúcuta
Apartamento,Venta,220000000.0,160000.0,0.0,3.0,2.0,0.0,47.67,47.67,Prados Del Este,3.0,Cúcuta
Casa,Venta,198000000.0,0.0,1.0,3.0,2.0,1.0,90.0,98.0,San Luis,3.0,Cúcuta
Local,Venta,180000000.0,0.0,0.0,0.0,1.0,0.0,46.0,46.0,Centro,3.0,Cúcuta
Casa,Venta,500000000.0,217000.0,2.0,3.0,4.0,2.0,126.0,126.0,"Av. Libertadores, Prados II",4.0,Cúcuta
Casa,Venta,320000000.0,0.0,0.0,3.0,3.0,1.0,94.0,94.0,Siglo XXI,2.0,Cúcuta
Casa,Venta,700000000.0,0.0,0.0,5.0,5.0,1.0,198.0,103.0,Popular,3.0,Cúcuta
Casa,Venta,280000000.0,0.0,0.0,4.0,3.0,0.0,68.0,114.0,El Llano,3.0,Cúcuta
Local,Venta,1200000000.0,0.0,0.0,0.0,4.0,0.0,1000.0,2540.0,Belisario,2.0,Cúcuta
Apartamento,Venta,450000000.0,325000.0,0.0,3.0,3.0,1.0,127.0,127.0,Caobos,5.0,Cúcuta
Local,Venta,1600000000.0,0.0,0.0,0.0,6.0,0.0,469.0,264.0,Atalaya - Natilam,3.0,Cúcuta
Casa,Venta,380000000.0,0.0,2.0,4.0,3.0,2.0,92.0,110.0,Ceiba II,4.0,Cúcuta
Apartamento,Venta,260000000.0,298000.0,0.0,4.0,3.0,2.0,125.0,125.0,Colsag,4.0,Cúcuta
Apartamento,Venta,230000000.0,220000.0,0.0,3.0,2.0,1.0,70.32,70.32,Santa Ines,2.0,Cúcuta
Apartamento,Venta,200000000.0,115000.0,0.0,2.0,1.0,0.0,50.5,50.5,La Playa,3.0,Cúcuta
Casa,Venta,270000000.0,0.0,2.0,4.0,3.0,1.0,110.0,90.0,TASAJERO,3.0,Cúcuta
Apartamento,Venta,130000000.0,142600.0,1.0,3.0,2.0,0.0,48.88,48.88,BOCONO,3.0,Cúcuta
Local,Venta,1188000000.0,0.0,0.0,0.0,3.0,0.0,264.86,262.56,Niza,4.0,Cúcuta
Casa-local,Venta,680000000.0,0.0,3.0,7.0,3.0,0.0,390.0,130.0,LATINO,6.0,Cúcuta
Casa,Venta,370000000.0,0.0,2.0,3.0,3.0,1.0,90.0,150.0,Prados Del Este,4.0,Cúcuta
Apartamento,Venta,450000000.0,550000.0,0.0,3.0,3.0,2.0,137.81,137.81,Vía Club Tennis,6.0,Cúcuta
Casa,Venta,400000000.0,0.0,3.0,14.0,6.0,1.0,418.0,135.0,TRIGAL DEL NORTE,2.0,Cúcuta
Casa,Venta,140000000.0,100000.0,2.0,3.0,2.0,0.0,45.64,57.0,El Rodeo,2.0,Cúcuta
Casa,Venta,600000000.0,0.0,0.0,5.0,2.0,1.0,250.0,250.0,Colsag,4.0,Cúcuta
Casa,Venta,220000000.0,0.0,0.0,4.0,2.0,1.0,197.0,69.71,La Cabrera,3.0,Cúcuta
Casa,Venta,170000000.0,0.0,0.0,3.0,2.0,1.0,82.0,64.0,San Luis,3.0,Cúcuta
Casa,Venta,603000000.0,0.0,0.0,3.0,3.0,1.0,204.2,0.0,La Riviera,3.0,Cúcuta
Casa,Venta,800000000.0,0.0,0.0,9.0,5.0,1.0,250.0,250.0,Colsag,3.0,Cúcuta
Casa,Venta,330000000.0,0.0,0.0,4.0,3.0,1.0,234.0,129.83,BARRIO BLANCO,4.0,Cúcuta
Oficina,Venta,85000000.0,0.0,0.0,0.0,1.0,0.0,28.0,28.0,Centro,3.0,Cúcuta
Apartamento,Venta,450000000.0,430000.0,0.0,3.0,3.0,1.0,168.0,168.0,Quinta Velez,5.0,Cúcuta
Consultorio,Venta,200000000.0,0.0,0.0,0.0,1.0,0.0,0.0,29.05,La Playa,4.0,Cúcuta
Apartamento,Venta,83000000.0,81200.0,0.0,3.0,1.0,0.0,41.81,41.81,PARQUE DE BOLIVAR,2.0,Cúcuta
Apartaestudio,Venta,180000000.0,208350.0,0.0,1.0,1.0,1.0,50.0,50.0,Barrio Blanco,5.0,Cúcuta
Lote,Venta,89000000.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,El Contento,3.0,Cúcuta
Lote,Venta,169000000.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,Bocono,4.0,Cúcuta
Apartamento,Venta,150000000.0,0.0,0.0,3.0,2.0,0.0,45.0,45.0,Garcia Herreros,3.0,Cúcuta
Casa,Venta,620000000.0,0.0,0.0,4.0,4.0,2.0,102.55,102.55,Av. Libertadores,4.0,Cúcuta
Apartamento,Venta,550000000.0,464600.0,0.0,3.0,2.0,2.0,122.0,122.0,CAOBOS,5.0,Cúcuta
Apartamento,Venta,180000000.0,240000.0,0.0,3.0,2.0,1.0,62.0,62.0,San Luis,3.0,Cúcuta
Casa,Venta,500000000.0,0.0,0.0,9.0,5.0,0.0,310.0,163.0,El Llano,3.0,Cúcuta
Casa,Venta,450000000.0,0.0,0.0,10.0,6.0,0.0,193.0,262.0,Aeropuerto,2.0,Cúcuta
Apartamento,Venta,160000000.0,230000.0,0.0,2.0,2.0,1.0,53.0,53.0,Av. Libertadores,4.0,Cúcuta
Consultorio,Venta,500000000.0,713000.0,0.0,0.0,1.0,1.0,48.32,48.32,La Playa,3.0,Cúcuta
Lote,Venta,420000000.0,300000.0,0.0,0.0,0.0,0.0,0.0,630.9,Bocono,5.0,Cúcuta
Lote,Venta,5975000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2390.0,Popular,4.0,Cúcuta
Lote,Venta,360000000.0,0.0,0.0,0.0,0.0,0.0,0.0,273.26,Ceiba II,4.0,Cúcuta
Casa,Venta,430000000.0,0.0,0.0,4.0,2.0,1.0,187.0,167.0,Latino,3.0,Cúcuta
Local,Venta,700000000.0,0.0,0.0,0.0,1.0,0.0,220.0,235.4,Pueblo Nuevo,2.0,Cúcuta
Casa,Venta,490000000.0,0.0,0.0,3.0,1.0,4.0,250.0,278.1,LOS ACACIOS,4.0,Cúcuta
Casa,Venta,380000000.0,0.0,0.0,5.0,4.0,1.0,108.0,108.0,ALCALA,4.0,Cúcuta
Casa,Venta,290000000.0,175000.0,0.0,3.0,2.0,1.0,98.2,70.0,Bocono,3.0,Cúcuta
Apartamento,Venta,430000000.0,375000.0,0.0,3.0,2.0,2.0,110.0,110.0,Quinta Vélez,5.0,Cúcuta
Lote,Venta,2100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,Niza,4.0,Cúcuta
Lote,Venta,780000000.0,850000.0,0.0,0.0,0.0,0.0,0.0,1073.0,Bocono,3.0,Cúcuta
Casa,Venta,320000000.0,0.0,0.0,4.0,3.0,1.0,147.62,147.62,La Playa,5.0,Cúcuta
Apartamento,Venta,165000000.0,125000.0,0.0,2.0,2.0,0.0,49.66,49.66,Garcia Herreros,3.0,Cúcuta
Apartamento,Venta,268000000.0,200000.0,0.0,2.0,2.0,1.0,58.0,58.0,Lleras Restrepo,4.0,Cúcuta
Apartamento,Venta,320000000.0,282000.0,0.0,3.0,2.0,1.0,68.0,68.0,Bellavista,5.0,Cúcuta
Oficina,Venta,160000000.0,290000.0,0.0,0.0,1.0,0.0,70.0,70.0,CUCUTA,4.0,Cúcuta
Apartamento,Venta,155000000.0,100000.0,0.0,3.0,2.0,0.0,77.03,77.03,El Contento,3.0,Cúcuta
Casa,Venta,175000000.0,0.0,0.0,7.0,1.0,1.0,220.0,220.0,San Miguel,2.0,Cúcuta
Local,Venta,184000000.0,385600.0,0.0,0.0,1.0,0.0,30.74,30.74,CENTRO,3.0,Cúcuta
Casa,Venta,290000000.0,0.0,0.0,7.0,2.0,1.0,205.0,308.0,La Cabrera,3.0,Cúcuta
Local,Venta,200000000.0,0.0,0.0,0.0,2.0,0.0,44.55,65.43,San Luis,2.0,Cúcuta
Casa,Venta,380000000.0,0.0,0.0,6.0,3.0,1.0,302.0,192.0,Atalaya,3.0,Cúcuta
Apartamento,Venta,450000000.0,0.0,0.0,5.0,2.0,1.0,190.0,190.0,Ceiba II,4.0,Cúcuta
Casa,Venta,430000000.0,0.0,0.0,4.0,2.0,3.0,206.5,413.0,Atalaya Chapinero,2.0,Cúcuta
Local,Venta,104000000.0,0.0,0.0,0.0,0.0,0.0,33.38,33.38,Centro,3.0,Cúcuta
Casa,Venta,450000000.0,0.0,0.0,3.0,4.0,2.0,166.0,108.0,Ceiba II,4.0,Cúcuta
Casa,Venta,900000000.0,0.0,0.0,6.0,6.0,1.0,530.0,300.0,Quinta Bosch,4.0,Cúcuta
Local,Venta,180000000.0,460000.0,0.0,0.0,1.0,0.0,40.69,40.69,Centro,3.0,Cúcuta
Casa-local,Venta,350000000.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,El Paramo,3.0,Cúcuta
Casa,Venta,500000000.0,0.0,0.0,5.0,5.0,1.0,239.0,150.0,Popular,3.0,Cúcuta
Lote,Venta,500000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,El Salado,3.0,Cúcuta
Bodega,Venta,450000000.0,0.0,0.0,0.0,1.0,0.0,75.0,75.0,El Salado,3.0,Cúcuta
Local,Venta,145000000.0,123000.0,0.0,0.0,1.0,0.0,25.0,25.0,CENTRO,4.0,Cúcuta
Apartamento,Venta,280000000.0,295000.0,0.0,3.0,2.0,1.0,68.43,68.43,San Eduardo,4.0,Cúcuta
Casa,Venta,300000000.0,0.0,0.0,4.0,2.0,2.0,170.0,152.0,Lleras Restrepo,4.0,Cúcuta
Casa,Venta,350000000.0,0.0,0.0,8.0,3.0,1.0,260.0,110.0,BELEN,3.0,Cúcuta
Casa,Venta,300000000.0,0.0,0.0,11.0,3.0,2.0,116.25,116.25,Nuevo Escobal,3.0,Cúcuta
Local,Venta,150000000.0,0.0,0.0,0.0,0.0,0.0,4.2,4.2,Centro,3.0,Cúcuta
Casa,Venta,270000000.0,0.0,0.0,7.0,4.0,0.0,240.0,120.0,San Martin,2.0,Cúcuta
Consultorio,Venta,200000000.0,250000.0,0.0,0.0,1.0,0.0,37.77,37.77,Caobos,3.0,Cúcuta
Casa,Venta,1000000000.0,0.0,0.0,4.0,4.0,1.0,250.0,250.0,Caobos,5.0,Cúcuta
Lote,Venta,4106650000.0,0.0,0.0,0.0,0.0,0.0,0.0,3578.0,Zona Industrial,3.0,Cúcuta
Apartamento,Venta,180000000.0,0.0,0.0,3.0,2.0,0.0,111.0,111.0,COLSAG,4.0,Cúcuta
Edificio,Venta,1200000000.0,0.0,0.0,0.0,0.0,0.0,713.0,383.0,Centro,3.0,Cúcuta
Local,Venta,1800000000.0,0.0,0.0,4.0,6.0,0.0,532.0,419.0,Latino,4.0,Cúcuta
Casa,Venta,450000000.0,0.0,0.0,4.0,5.0,2.0,178.0,245.0,Quinta Oriental,4.0,Cúcuta
Apartamento,Venta,418000000.0,350000.0,0.0,3.0,2.0,2.0,118.23,118.23,Sayago - La Riviera,5.0,Cúcuta
Casa,Venta,450000000.0,0.0,0.0,3.0,3.0,2.0,112.0,120.0,Niza,4.0,Cúcuta
Apartamento,Venta,185000000.0,100000.0,0.0,3.0,2.0,1.0,81.77,81.77,El Contento,3.0,Cúcuta
Apartamento,Venta,150000000.0,137000.0,0.0,3.0,2.0,0.0,49.67,49.67,CORRAL DE PIEDRA,3.0,Cúcuta
Casa,Venta,380000000.0,0.0,0.0,3.0,3.0,1.0,136.0,170.9,La Ceiba,4.0,Cúcuta
Apartamento,Venta,125000000.0,97000.0,0.0,3.0,1.0,0.0,46.11,46.11,Bocono,3.0,Cúcuta
Casa,Venta,740000000.0,0.0,0.0,5.0,4.0,0.0,400.0,400.0,Guaimaral,4.0,Cúcuta
Casa,Venta,700000000.0,0.0,0.0,3.0,4.0,2.0,199.0,105.0,Ceiba II,4.0,Cúcuta
Oficina,Venta,220000000.0,155458.0,0.0,0.0,1.0,0.0,28.3,28.3,SAYAGO - RIVIERA,5.0,Cúcuta
Apartamento,Venta,180000000.0,120000.0,0.0,2.0,2.0,1.0,85.0,85.0,AV. LIBERTADORES,3.0,Cúcuta
Apartamento,Venta,750000000.0,1050000.0,0.0,3.0,3.0,2.0,194.0,194.0,Colsag,4.0,Cúcuta
Apartamento,Venta,220000000.0,0.0,0.0,2.0,2.0,0.0,60.0,60.0,Los patios La Cordialidad,2.0,Cúcuta
Apartamento,Venta,320000000.0,0.0,0.0,4.0,4.0,0.0,168.65,168.65,Colsag,4.0,Cúcuta
Casa,Venta,350000000.0,0.0,0.0,5.0,5.0,0.0,184.0,87.55,La Cabrera,3.0,Cúcuta
Casa,Venta,120000000.0,0.0,0.0,3.0,1.0,0.0,93.0,120.0,San Jose,3.0,Cúcuta
Casa,Venta,1500000000.0,700000.0,0.0,3.0,3.0,2.0,238.0,675.0,BOCONO - PASEO REAL,5.0,Cúcuta
Casa,Venta,240000000.0,0.0,0.0,7.0,2.0,0.0,200.0,250.0,San Miguel,2.0,Cúcuta
Casa,Venta,200000000.0,120000.0,0.0,3.0,2.0,1.0,82.0,180.0,"Bocono, Cuji",3.0,Cúcuta
Local,Venta,4000000000.0,0.0,0.0,0.0,4.0,0.0,900.0,650.0,Av. Libertadores,4.0,Cúcuta
Apartamento,Venta,120000000.0,0.0,0.0,2.0,3.0,0.0,95.88,0.0,Aeropuerto,2.0,Cúcuta
Apartamento,Venta,120000000.0,0.0,0.0,2.0,3.0,0.0,73.0,0.0,Aeropuerto,2.0,Cúcuta
Casa,Venta,700000000.0,320000.0,0.0,4.0,5.0,5.0,122.0,148.5,"Av. Libertadores, Parque Real",4.0,Cúcuta
Casa,Venta,240000000.0,0.0,0.0,3.0,3.0,1.0,79.0,69.0,COMUNEROS,2.0,Cúcuta
Casa,Venta,490000000.0,364000.0,0.0,4.0,4.0,1.0,203.0,110.0,Av. Libertadores,5.0,Cúcuta
Oficina,Venta,130000000.0,740000.0,0.0,3.0,2.0,0.0,84.93,84.93,Centro,4.0,Cúcuta
Apartamento,Venta,290000000.0,0.0,0.0,3.0,3.0,1.0,143.42,143.42,Popular,3.0,Cúcuta
Lote,Venta,470000000.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0,El Salado,2.0,Cúcuta
Casa,Venta,800000000.0,0.0,0.0,5.0,5.0,6.0,258.0,360.0,Quinta Bosch,4.0,Cúcuta
Casalote,Venta,140000000.0,0.0,0.0,3.0,1.0,0.0,77.0,110.0,El Contento,2.0,Cúcuta
Casa,Venta,370000000.0,0.0,0.0,3.0,3.0,3.0,92.0,135.0,Prados Del Este,4.0,Cúcuta
Apartamento,Venta,360000000.0,270000.0,0.0,3.0,2.0,1.0,76.79,76.79,LA FLORESTA,5.0,Cúcuta
Casa,Venta,225000000.0,0.0,0.0,3.0,1.0,1.0,98.0,105.0,Aniversario,3.0,Cúcuta
Bodega,Venta,470000000.0,0.0,0.0,0.0,1.0,0.0,290.0,160.0,MIRAFLORES,3.0,Cúcuta
Apartamento,Venta,270000000.0,0.0,0.0,3.0,2.0,0.0,186.0,186.0,Quinta Oriental,4.0,Cúcuta
Apartamento,Venta,430000000.0,135000.0,0.0,4.0,3.0,2.0,127.0,127.0,La Riviera,4.0,Cúcuta
Apartamento,Venta,180000000.0,50000.0,0.0,2.0,2.0,1.0,64.0,64.0,Niza,4.0,Cúcuta
Apartamento,Venta,295000000.0,85000.0,0.0,3.0,2.0,1.0,107.0,107.0,Popular,4.0,Cúcuta
Apartamento,Venta,360000000.0,589000.0,0.0,3.0,3.0,1.0,137.0,137.0,CAOBOS,4.0,Cúcuta
Apartamento,Venta,430000000.0,484000.0,0.0,3.0,3.0,1.0,135.0,135.0,BARRIO BLANCO,4.0,Cúcuta
Casa,Venta,800000000.0,0.0,0.0,7.0,4.0,3.0,384.0,384.0,La Ceiba,3.0,Cúcuta
Casa,Venta,650000000.0,0.0,0.0,5.0,4.0,1.0,318.0,241.0,Popular,4.0,Cúcuta
Casa,Venta,890000000.0,0.0,0.0,4.0,3.0,0.0,378.0,378.0,Loma De Bolívar,3.0,Cúcuta
Apartamento,Venta,210000000.0,0.0,0.0,3.0,2.0,0.0,86.87,86.87,La Ceiba,4.0,Cúcuta
Edificio,Venta,3200000000.0,0.0,0.0,0.0,1.0,0.0,677.0,425.0,Caobos,5.0,Cúcuta
Apartamento,Venta,90000000.0,53000.0,0.0,3.0,1.0,0.0,43.63,43.63,ANILLO VIAL,2.0,Cúcuta
Casa,Venta,160000000.0,0.0,0.0,3.0,1.0,1.0,110.0,107.0,AEROPUERTO,2.0,Cúcuta
Casa,Venta,180000000.0,0.0,0.0,3.0,2.0,2.0,100.0,195.0,AEROPUERTO,2.0,Cúcuta
Lote,Venta,5308800000.0,0.0,0.0,0.0,0.0,0.0,0.0,12.64,Ínsula,3.0,Cúcuta
Casa,Venta,130000000.0,0.0,0.0,2.0,2.0,1.0,88.0,90.0,Siglo XXI,2.0,Cúcuta
Apartamento,Venta,250000000.0,0.0,0.0,3.0,2.0,1.0,155.0,155.0,La Playa,3.0,Cúcuta
Casa,Venta,420000000.0,50000.0,0.0,4.0,4.0,2.0,146.0,171.0,Barrio Blanco,4.0,Cúcuta
Casa,Venta,670000000.0,0.0,0.0,4.0,3.0,3.0,135.0,219.0,Capillana,4.0,Cúcuta
Oficina,Venta,30000000.0,82000.0,0.0,0.0,0.0,0.0,5.21,5.21,Centro,3.0,Cúcuta
Lote,Venta,1336615000.0,0.0,0.0,0.0,0.0,0.0,0.0,26732.3,Santander,4.0,Cúcuta
Casa-local,Venta,1100000000.0,0.0,0.0,20.0,22.0,1.0,919.0,593.0,El Contento,3.0,Cúcuta
Casa,Venta,300000000.0,0.0,0.0,7.0,4.0,1.0,160.0,66.0,Atalaya - Ospina Perez,2.0,Cúcuta
Casa,Venta,300000000.0,0.0,0.0,4.0,2.0,0.0,117.0,127.0,La Cabrera,3.0,Cúcuta
Casa-local,Venta,1400000000.0,0.0,0.0,6.0,6.0,0.0,323.0,223.0,Guaimaral,3.0,Cúcuta
Apartamento,Venta,300000000.0,315000.0,0.0,3.0,3.0,1.0,174.8,174.8,La Ceiba,4.0,Cúcuta
Casa,Venta,180000000.0,0.0,0.0,3.0,1.0,1.0,77.0,103.0,GAITAN,2.0,Cúcuta
Apartamento,Venta,210000000.0,261000.0,0.0,3.0,2.0,1.0,97.67,97.67,San Rafael,3.0,Cúcuta
Apartamento,Venta,110000000.0,70000.0,0.0,3.0,1.0,0.0,43.63,43.63,ANILLO VIAL,2.0,Cúcuta
Bodega,Venta,2800000000.0,0.0,0.0,0.0,3.0,2.0,601.49,610.01,Aeropuerto,3.0,Cúcuta
Apartamento,Venta,135000000.0,0.0,0.0,3.0,2.0,0.0,61.0,61.0,TRIGAL DEL NORTE,3.0,Cúcuta
Lote,Venta,80000000.0,0.0,0.0,0.0,0.0,0.0,0.0,119.84,El Contento,2.0,Cúcuta
Apartamento,Venta,150000000.0,180000.0,0.0,3.0,2.0,1.0,85.33,85.33,SANTANDER,2.0,Cúcuta
Casa,Venta,220000000.0,0.0,0.0,6.0,2.0,1.0,168.0,80.0,La Libertad,2.0,Cúcuta
Lote,Venta,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,690.88,El Llano,4.0,Cúcuta
Casa,Venta,500000000.0,0.0,0.0,6.0,4.0,2.0,450.0,244.08,Barrio Blanco,5.0,Cúcuta
Oficina,Venta,85000000.0,182000.0,0.0,0.0,0.0,0.0,22.0,22.0,Centro,3.0,Cúcuta
Casa,Venta,450000000.0,0.0,0.0,8.0,7.0,5.0,161.0,316.0,Popular,3.0,Cúcuta
